nombre,slug,descripcion,tipo_cocina,categoria_detectada,rango_precio,provincia,distrito,corregimiento,direccion,telefono,sitio_web,latitud,longitud,horario,rating,cantidad_resenas,imagen_url,delivery,reservas,activo,fuente,query_origen,google_place_id,google_data_id,google_data_cid
Il Tula San Francisco,il-tula-san-francisco-651525,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Calle 67 esquina, Vía Israel, Panamá",6090-5594,,8.988418099999999,-79.5105234,Abierto · Cierra a las 10:30 p. m.,4.6,243,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHX4Kpcp3Wn2qCcYJNbAI1FPyLmEevPUvdangmawu-1MQvdzsCx3oWtn-w__C9x6HgLABjVN3mVV9mGDvr0qi_z_Odx9fW2curndtlAZ7rncdut8K6BydFixtO3YNXcA6RhmI8U=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJuQj9H4yprI8RhYbT5RmjRpE,0x8faca98c1ffd08b9:0x9146a319e5d38685,10468233715494651525
Al Vecchio Forno,al-vecchio-forno-675303,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Av. Dr. Belisario Porras, Panamá, Provincia de Panamá",399-0433,,8.996794099999999,-79.50915429999999,Abierto · Cierra a las 10:30 p. m.,4.6,1943,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGW-W0dACADW0h8NIV9FaP7aj8gVX-GiXsjKen5rrlrc9ARPlY3lyG-_KoApxb3hntm7VVEipOJqw368wWPPn2XxeWyy8im5G0ZD42Yf-u35UypUbEQKDzY9Jg5QNzuE-TBE2A9A=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJv0qSjamprI8R51eqSD7RpiQ,0x8faca9a98d924abf:0x24a6d13e48aa57e7,2641028296936675303
Arrogante Panamá,arrogante-panama-844427,,Restaurante italiano,Italiana,,Panamá,Panamá,,"C. 59 Este, Panamá, Provincia de Panamá",6957-9421,https://www.instagram.com/arrogante.panama?igsh=M2Z4dm5ndGt3MGQ3&utm_source=qr,8.9860008,-79.5171642,Abierto · Cierra a las 11 p. m.,4.6,576,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUKj3wZ8GIBq_GZVPCxJJAglS03_Dcf2hhP-dhAGXmP8FhNZfg0ZGHrcZVz95UEGQFGqYPwaYiqVwwifr_YCD6dKQvNA9S5ELNLiBDsUU3FYT0DztggfAfRT7DAroq6Vqyau009xLZZqXF=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJa_2mxbiprI8RCwiiASDlhtc,0x8faca9b8c5a6fd6b:0xd786e52001a2080b,15530352290662844427
Lucca El Cangrejo Panamá,lucca-el-cangrejo-panama-587342,,Restaurante italiano,Italiana,,Panamá,Panamá,,"C. Jose Isaac Fabrega, Panamá, Provincia de Panamá",381-2810,https://www.luccatrattoria.com/,8.9877495,-79.5240086,Abierto · Cierra a las 10 p. m.,4.6,2691,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiEQ5Z_aD8UdzFzBkrFGGR1py18XR_ClrFkAOhJDfUy0wwRY_68Pr0_jfAqad1hoA12i1jnx7X-jbWvbQTS9oL-t_9K0tgmaNEks-KwjOog0N50Yx3pXCXRdB5QCbrekaJ_rvygg=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJB7aAF9KprI8RztJbhyqjrqY,0x8faca9d21780b607:0xa6aea32a875bd2ce,12010716659298587342
ASSISI Restaurant,assisi-restaurant-293599,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Av. 5 C Sur, Panamá, Provincia de Panamá",203-4564,http://www.assisirestaurants.com/,8.9884608,-79.5074971,Abierto · Cierra a las 10:30 p. m.,4.5,1271,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpIZ-ahTlMBYTd9Ji0EybIDFaOnTD76eWlDDFlhdXbmNjpdKllyB7si9HsnBtgHXwNKKptfiSvPgWNUUSa1lkjiaaTMCGR2pm_GWiQIkvRPQAj6_ElH3SgmaFh7Q-hInRcDmW6=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJxzkjSASprI8RH0_I3NOLE0E,0x8faca904482339c7:0x41138bd3dcc84f1f,4689245379081293599
Pastissima El Origen,pastissima-el-origen-770606,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Casa #72, C. 72 Este, Panamá, Provincia de Panamá",6255-0412,https://www.pastissimapty.com/,8.9916328,-79.5077816,Abierto · Cierra a las 10 p. m.,4.3,185,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKAXnOzwcCUHXzvdAQbjN8uk7Wp9fi8N7_bQhnGRabQPD9DrKlDQ09YVFGiDs2BjaQrVm2E3iAwCQhF58OCmTrljr3W9MD53up38HacXZiTsZgzH9Vm3qoPj2AR3KZi2s6Wv-Grg=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJ69H7jHSprI8RrvSgr_sKSZU,0x8faca9748cfbd1eb:0x95490afbafa0f4ae,10757141261050770606
La Locanda - Obarrio,la-locanda-obarrio-722878,,Restaurante,Italiana,,Panamá,Panamá,,"Calle 57 Este, Panamá, Provincia de Panamá",6455-8500,,8.984984299999999,-79.51836519999999,Abierto · Cierra a las 10 p. m.,4.5,1303,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqIm0VMr4dXHqh1M5OvNEmQiXA2YOp51JCXq91dDrb0Lm833nFl-ZYlULV-UMlLVIk-mQp1HVj0foYsMZ0lgwClUJS8LpgzPlr-UaaCwTAfj3Xf5a9_doW-hLElRK6LUOxqBD7Ig=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJRX8q1_yorI8R_tc3BImwNH0,0x8faca8fcd72a7f45:0x7d34b0890437d7fe,9022030056057722878
Lucca | Multiplaza Pacific,lucca-multiplaza-pacific-027767,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Plaza de la Luna, Multiplaza Mall, Nivel 2, Panamá, Provincia de Panamá",6194-2503,https://www.luccatrattoria.com/,8.9871134,-79.5110342,Abierto · Cierra a las 10 p. m.,4.7,637,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPnPbIWH5QbN5nMnjROe6lsZ_IaxJBbcjZt_6dhKnKcS6vg80vZhwf34u3uAq9uikUzY48V0NTznQVzFDd3IgOZNF7Y3baFh1oESOtNXOe1CT9K_7XmCWK_7a5vQRD5VYy-Zi90bOLRtAt=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJFQMTknmprI8R95UVaptg9BM,0x8faca97992130315:0x13f4609b6a1595f7,1437880401654027767
Madre Cocina Italiana Costa Del Este,madre-cocina-italiana-costa-del-este-006137,,Restaurante,Italiana,,Panamá,Panamá,,"planta baja, Avenida Centenario, Dream Plaza, Panamá",6403-8144,,9.01641,-79.4704245,Abierto · Cierra a las 11 p. m.,4.5,114,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTVChVmBR7SUA31byDoASjpFaLVmv69A88QPG0Gt4v7fz4O6g1AKJeSQ0dfQYw75TP3mUlr9QJJne42Gr9OQlH4O0ZQKI-EOyDB7uYt5-7jcBArTmQgeRWGNu48Y4fBQU0S_xP=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJ53ONsUeprI8RObwOLqDBZ1E,0x8faca947b18d73e7:0x5167c1a02e0ebc39,5865869933385006137
Il Padrino Pizzeria,il-padrino-pizzeria-625065,,Restaurante italiano,Pizza,,Panamá,Panamá,,"Oasis Hotel, C. 9a Este, Panamá, Provincia de Panamá",6397-0390,https://honeybadgerbars.com/en/il-padrino,8.9535647,-79.53632209999999,Abierto · Cierra a las 12 a. m.,4.8,746,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0htiAFM05ASbFeVFzOGPlZBsINuEJGMf15xxp8DihbXQN0Qt51Wo3G3OzFLpOyjlj-fXz5ORcevkeSg83qJDyPd6DHclBX4F3EvmJ6CAQK2MBjdqFxZG2u7QDsbHm9OqJ_6YRzIxycBQp=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJlRgRzoyprI8RKeHwKw4O-gg,0x8faca98cce111895:0x8fa0e0e2bf0e129,646844950510625065
La Strega Ristorante | Bella Vista,la-strega-ristorante-bella-vista-153361,,Restaurante italiano,Italiana,$$,Panamá,Panamá,,"Al lado de financiera Pacifico, Panamá Calle 50 Entre la Av. Federico Boyd y, C. República de Uruguay, Panamá",398-5431,http://lastregaristorante.com/,8.9788718,-79.52661719999999,Abierto · Cierra a las 10 p. m.,4.4,1839,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbDueIzXikgdqNeb9BB2mXWcJ19K5e2SXzdUBUTKgjum5JxyM5cvp58mgP43C3Bdlx_-oMnZ6v6B-TTHjHc7DbqfRW-Bi-dF2v-jHu0ZU704rl4Q1fmpSYKr9tDjSi039tql-OfQ=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJI5iKAuaorI8RESVobeJyQq0,0x8faca8e6028a9823:0xad4272e26d682511,12484667433848153361
Afrodisíaco Italian Modern Kitchen,afrodisiaco-italian-modern-kitchen-785077,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Av. A, Panamá, Provincia de Panamá",6945-4045,https://www.instagram.com/afrodisiacopty?igsh=MWs5MGFjZm4xeHR5NQ%3D%3D&utm_source=qr,8.951415899999999,-79.5339467,Abre pronto · 5 p. m.,4.9,1406,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvIz-huAscGDrjm063W2WueZ6goSAqrbB3yt5ZI330wrVfkxt055UTBJvrzBIpaSIE9udK5_i_DbqAcgoijtVpznjgQgOgOiHRsLJ0z0EzbH33MdiMZvhDZkiQSYhAyRLRoKnsyUTs7UGg=w1000-h1000-c-n,,,True,SerpApi Google Maps,comida italiana en Ciudad de Panamá,ChIJeRedToWvrI8RdULhRha7cgE,0x8facaf854e9d1779:0x172bb1646e14275,104351445735785077
Barrio Pizza | Via Argentina,barrio-pizza-via-argentina-356381,,Pizzería,Pizza,,Panamá,Panamá,,"1, Panamá, Provincia de Panamá",393-4444,https://barriopizza.com/,8.9884249,-79.5242805,Abierto · Cierra a las 11 p. m.,4.7,69,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWoxvppofiJlF7Z62yTFoYLuaBRbhw7ojJiCD3l32h8XbAcW61ls8U4soFgaAQ4YmMPo_GS0ZTSWzruj2xffcgiF49hZObVPBM_aJEFwaktvfsarMR8BaVAeyK__iKdFPpJChPmqmo69ch=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJuddxDqyprI8RHYjxxFsL9ls,0x8faca9ac0e71d7b9:0x5bf60b5bc4f1881d,6626496390496356381
Nero Pizza,nero-pizza-371016,,Pizzería,Pizza,,Panamá,Panamá,,"C. Demetrio Basilio Lakas 470B, Panamá, Provincia de Panamá",6363-9921,,9.0023773,-79.57412769999999,Abierto · Cierra a las 10 p. m.,4.9,127,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeDV8GlwzI57yTTjCIuGZ7quMAdhglkdoyUCom0mZGLPBx6uBqsvHrp9Y0dRBKHUxXC-1Iw0AYMOuOmiymkFfwJcVox9cNN3FeWh1WjTSSNxEaZC-a6SvBgD60VDfsND8NjBimmcfi04s=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJo3AVI7KnrI8RiIjWnCLLml0,0x8faca7b2231570a3:0x5d9acb229cd68888,6744926741461371016
Katané Speedy Pizza,katane-speedy-pizza-499224,,Pizzería,Pizza,,Panamá,Panamá,,"Renaissance Cangrejo, Vía Veneto 55, Panamá, Provincia de Panamá",6962-4549,https://katanepizza.com/,8.9870787,-79.52995179999999,Abierto · Cierra a las 9:30 p. m.,4.7,1211,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCTqdqYSSXyGEjKHBYArc1hBgxb9I7SBgQAttLUvbeEmD3QiWqjeLs2gCLJMpQKIKj4E977v3CaLN1nCiIlMtzGOsxiNZLuaQ2Y3INT1cYj-2cpGkIAHFgqwaSpG3CCGXZVCIy=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJmxUjr_GorI8R2KrbKuGqyKc,0x8faca8f1af23159b:0xa7c8aae12adbaad8,12090101083739499224
Viva La Pizza - San Francisco,viva-la-pizza-san-francisco-732587,,Pizzería,Pizza,,Panamá,Panamá,,"Local 15a, Av 4 C Sur, Panamá, Provincia de Panamá",6475-3344,https://vivalapizza.net/,8.9927467,-79.4995105,Abierto · Cierra a las 10 p. m.,4.8,1155,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5fOnozugpDeDrySJmAoyjZFVIbfTj-fm46wphiEeYb0lNGu-tSomcgjtV0arV_fs5QUfGQrQ2BQQPuLqySKtz1adIoxR7GwoahgEJ1gRJX4IENzq_O_ThGjSCMESQF48hSAs=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJCWpfPmyprI8R65fsmHdENws,0x8faca96c3e5f6a09:0xb37447798ec97eb,808189938593732587
Pizzería Zi María | Bella Vista,pizzeria-zi-maria-bella-vista-736620,,Restaurante,Pizza,,Panamá,Panamá,,"C. 39 Este, Panamá, Provincia de Panamá",393-3308,https://www.instagram.com/zimariabellavista?igsh=MTgwZGFzOGwzaGRzdQ==,8.9717071,-79.53106009999999,Abierto · Cierra a las 10 p. m.,4.6,744,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGp5KYUB1EwZWJ7lXiDCoc3_3iJBdy0niYdNeYAYM9ng2Nsgl_AQEI49qPjB7A-yPTMCEFMXcE_AkR-E52mBPJ1oqo5fRzw13mkcoOjJUDrG4qVUb9keXlgEFVBJq_QqdUX-GNNLQ=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJse6LNcKorI8RLLAZ7TN_MyI,0x8faca8c2358beeb1:0x22337f33ed19b02c,2464453282099736620
Viva La Pizza - Vía Argentina,viva-la-pizza-via-argentina-428255,,Pizzería,Pizza,,Panamá,Panamá,,"XFQF+GQ6, Edificio Basilaky, Vía Argentina 8415, Panamá, Provincia de Panamá",6161-8825,https://vivalapizza.net/,8.9887788,-79.5256271,Cerrado · Abre a las 12 p. m. del mar,4.9,662,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELfIFu9MpnP4C_e3iFUkugbJQZfchzkcB21pyYuBrD1-yDybGckdSW3fMa3s1LWhq3LFSkXHT69ZIjwwdnEk8d5ogCVkPx8ALK_WLcYT_oZ-MHEv9O_TgaHHiwVwvfzS14ZWR0_qKfY7w=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJ7ZlFTQCprI8RHwNgzyLVgSo,0x8faca9004d4599ed:0x2a81d522cf60031f,3062963567073428255
Pizzería Q'Bolá,pizzeria-q-bola-814659,,Pizzería,Pizza,,Panamá,Panamá,,"Av. Central España 13, Panamá, Provincia de Panamá",6426-3124,https://wa.me/+50766938742/?text=HolaPizzeriaQ'BOL%C3%81,8.9735069,-79.5357341,Abierto · Cierra a las 11 p. m.,4.9,67,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGpQuG0tW_Uz66l9h5t7IE-QSyq9n0awOizks5uShxuZdTm0TQLPXD7KM9BwPb-K5nV-UnidqBQFZq_qUI4GfEabguEeDtdE-gc5qG4nIxr4ncsZX1rFUwM0Fpmp7N0-QpkO0wvZwh5B8V=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJI9jiWQCprI8RQ-UN2XAQANI,0x8faca90059e2d823:0xd2001070d90de543,15132112824828814659
Ciao Bella | San Francisco,ciao-bella-san-francisco-216165,,Restaurante italiano,Pizza,,Panamá,Panamá,,"C. 71 Este, Panamá, Provincia de Panamá",395-6910,https://www.instagram.com/ciaobellapanama/,8.9940609,-79.5087171,Abierto · Cierra a las 9:30 p. m.,4.6,1170,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElarmj7N3g1f0TSuYAlLi6KYBTSMff8DuOSZP742hnV01uTROH8LQ4oNyx1CTxLErsiP8yMv41LOTv36KRJ9U67y_D6MR94sWj_PraxdhgS4QYdfRmK4VJceVlWy7gi9UTZ3Y=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJsb_bQAeprI8RJXan8QIYsW0,0x8faca90740dbbfb1:0x6db11802f1a77625,7904125221935216165
Restaurante Napoli y Pizzería,restaurante-napoli-y-pizzeria-877442,,Pizzería,Pizza,,Panamá,Panamá,,"a un costado del Instituto Nacional, Calle ""i"" y, Panamá, Provincia de Panamá",262-2446,http://www.napolipanama.com/,8.958069499999999,-79.5424501,Abierto · Cierra a las 7:15 p. m.,4.5,1242,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhRkGe8MbK6rWWyzeC8VqvRcJsQCjXwkb4EdRAGTra_VnZ-XkfpVJ3qdB3vKSPSfe-BYjsUYDiVr_vNFKp9wgD2KLwX2d7xunr36dYNw3nfI-bgjJ8grX2twKyRw_Sw5ry7wuw=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJS5isoLaorI8RwknRtMyx-l8,0x8faca8b6a0ac984b:0x5ffab1ccb4d149c2,6916035670545877442
Pizzería Sorrento,pizzeria-sorrento-628914,,Pizzería,Pizza,,Panamá,Panamá,,"E Y, C. 69 Este 88, Panamá, Provincia de Panamá",226-6980,http://www.restauranteypizzeriasorrento.com/,8.996341,-79.51066329999999,Abierto · Cierra a las 9 p. m.,4.5,1641,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFp5-rWi4AmDWSNqA34vQUG5RrzBPbH8Y8lbAownp3VKjNOXWDcaRXoZiaiEuGiZYVSu10mp8xYxEcOckhQ02Q95H1B9ppgDvFch3S1uhZja3zfmtQc-8vqSUQHn9j3xtyUT6MR=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJOXfOFqqprI8R8lc5a8_dkY8,0x8faca9aa16ce7739:0x8f91ddcf6b3957f2,10345293701973628914
Barrio Pizza | Via Porras,barrio-pizza-via-porras-615813,,Pizzería,Pizza,,Panamá,Panamá,,"Vía Porras, Panamá, Provincia de Panamá",388-1313,http://www.barriopizza.com/,8.993405,-79.5162088,Abierto · Cierra a las 10 p. m.,4.5,951,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9K2mCQzL7z0B06hdm-smkpoaHvELYCblN5Tn2xwW6gixwQqLYKii6GN69QzCw2C70MRfJRsd1F-KGyq_E4TQu3ayHRuXLus2mHExH_LiAcuEYmqRfb7eoRTltnwK-biu_mjakaw=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJ4afIxP-orI8RRTXER6eCCLg,0x8faca8ffc4c8a7e1:0xb80882a747c43545,13260992757767615813
Just Pizza en Clayton - Sapore Tutto Italiano,just-pizza-en-clayton-sapore-tutto-italiano-947721,,Pizzería,Pizza,,Panamá,Panamá,,"Plaza Clayton, Calle Carrol, Panamá, Provincia de Panamá",6427-8934,https://justpizzapty.com/,9.0054848,-79.5702922,Abierto · Cierra a las 9:15 p. m.,4.8,120,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF9mlGxujKq1R_Zun9HBe80eY_WmQDEI9hKzNgAQRzlgZPTP671w6FoKxbPdLy8iIahUvtoLTQaX_6FwOdcIYgC9wnanrfTN9MYPHgn6v3_dHEndCofENgAPigkH3c89VWJ3PL-=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJ8ZQC_lenrI8RiehPkQv8oKA,0x8faca757fe0294f1:0xa0a0fc0b914fe889,11574528168954947721
Katané Pizza | San Francisco,katane-pizza-san-francisco-266874,,Pizzería,Pizza,,Panamá,Panamá,,"C. 71 Este, Panama City, Panamá Province",6955-8884,https://instagram.com/katanepizzapty,8.9948687,-79.50893839999999,Abierto · Cierra a las 9:30 p. m.,4.6,227,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGp19I1JKjImq5GmEaVY2gPhPQ_Xhkk2EEJw4G489OQ6qyS7ilUruIqE7qLpUnicwaTITebHGM89h_v_cFjT2hhJOiPDWi_KnzLYg66X3kAVoTVrJcTu-eBvRkq-Q4g4BjmooFK0A=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJpRkNdC2prI8ROstQpuzQn7M,0x8faca92d740d19a5:0xb39fd0eca650cb3a,12943293568907266874
Restaurante Botanica Pizza,restaurante-botanica-pizza-077203,,Restaurante,Pizza,,Panamá,Panamá,,"XGX3+W6C, the plaza, Vía Cincuentenario, Panamá, Provincia de Panamá",270-1111,http://www.botanicapanama.com/,8.999763399999999,-79.4970092,Abierto · Cierra a las 9:30 p. m.,4.6,683,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHv-cjWcLi625Lu0NYBX6KUBq6OzMrAJkM30TeB1JsuZDF4fYJwTdeQ08eonttE2HZe04UTMSo3Tz9cTpwGhKaov0gLm8nctyt6SGecsX2niFUrjkzBtHffwMza9PNMnMVLirA=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJ380sxqCprI8Rk3b_Bcd_KMU,0x8faca9a0c62ccddf:0xc5287fc705ff7693,14206745517316077203
PIZZERIA ITALIA & ITALIAN BURGER,pizzeria-italia-italian-burger-933400,,Restaurante italiano,Pizza,,Panamá,Panamá,,"LOCAL PIZZERIA ITALIA AND ITALIAN BURGER, C. 77 Este 94016, Panamá, Provincia de Panamá",382-2200,http://www.pizzeriaitaliaitalianburger.com/,8.9943644,-79.5023952,Abierto · Cierra a las 10 p. m.,4.6,556,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyzyGEUsHwbRzWG0pBS88gL9DIBNXnv4z9QDnuh_H6WOdyTWs0Nct_4ZQD4PRIZnTtwIyFvTpWlPJY4UQyHw6xjwR9cRwjFLtb-IOm5mpsUncpceTsvzbOCdR_-eBHCqhyz3QFMqpJuJ78=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJpdZoCf2prI8R2A1v6aEJYLU,0x8faca9fd0968d6a5:0xb56009a1e96f0dd8,13069456709639933400
Pronto Pizza Panamá,pronto-pizza-panama-223298,,Pizzería,Pizza,,Panamá,Panamá,,"XFFC+R8C, entre Black Dog y D Uñas, Park Plaza Mall, Calle Colombia, Panamá, Provincia de Panamá",388-5522,https://prontopizza.nanotecllc.com/,8.9743794,-79.52932109999999,Abierto · Cierra a las 10 p. m.,4.4,304,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFvkTFmzOJS9bXaKisIU3vtrF5Vo89ZhEAl_2jxA9H_VZgWzAMo_xparU2iFBP3UhdefmupY78o1-xBOFHuxN5SC4-QqVlyQRqOgFCixwkPnH9MXcLyDB6_fIKuKVI5mpeELzuf=w1000-h1000-c-n,,,True,SerpApi Google Maps,pizza en Ciudad de Panamá,ChIJ10XjC-morI8RArVJIpyhr_E,0x8faca8e90be345d7:0xf1afa19c2249b502,17415315976027223298
