nombre,slug,descripcion,tipo_cocina,categoria_detectada,rango_precio,provincia,distrito,corregimiento,direccion,telefono,sitio_web,latitud,longitud,horario,rating,cantidad_resenas,imagen_url,delivery,reservas,activo,fuente,query_origen,google_place_id,google_data_id,google_data_cid
Restaurante El Trapiche | Via Argentina,restaurante-el-trapiche-via-argentina-409871,,Restaurante,Restaurante,,Panamá,Panamá,,"Vía Argentina, Panamá, Provincia de Panamá",269-4353,http://eltrapicherestaurante.com/,8.9889261,-79.52514889999999,Abierto · Cierra a las 10 p. m.,4.4,4087,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHq6zpZMyyzLRSyuN9bDaPGQpfImAp0ISUqmci_YYocp7eUt105WmKq9bbhxaWVb7_b1f-qfRVw180zMtOjYp9BjtQby7ZqTK_ssZ25JGZhOhD8Q91Adp7KsFG50BgA31bl6L9q=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Ciudad de Panamá,ChIJIwesavqorI8RD8JR0i9hGAg,0x8faca8fa6aac0723:0x818612fd251c20f,583323009764409871
Ciboulette Panamá,ciboulette-panama-421980,,Restaurante de cocina contemporánea europea,Restaurante,,Panamá,Panamá,,"Calle 70 este, San Francisco ubicado en, Panamá, Provincia de Panamá",6599-2164,http://restauranteciboulette.com/,8.9891206,-79.5085754,Abierto · Cierra a las 10 p. m.,4.8,152,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2umQSiAM2l_H-qyqrsQ1FaikgKYPvGRdb0lj0RDlC0klLpvRHLtybwQSRKcY7N8zbl9mvEIPiZM3ZYgrE2bO2cJsW2cVjABW5rTirySYu3N-xZKlaNh9ex-6EOXJbXV4DpTyx=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Ciudad de Panamá,ChIJ_06o74SprI8RXGo3HS_8bvQ,0x8faca984efa84eff:0xf46efc2f1d376a5c,17613292471976421980
La Divina Comida Restaurante y Rooftop | PANAMÁ,la-divina-comida-restaurante-y-rooftop-panama-349370,,Restaurante,Rooftop,,Panamá,Panamá,,"Avenida A, Antigua Muralla Panamá. Baluarte Mano De Tigre, Casco Antiguo,PTY, Panamá",6806-2671,https://www.instagram.com/divinacomidapty,8.9516356,-79.537671,Abierto · Cierra a las 9 p. m.,4.6,219,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVcGtTQT_TrB_C63A5MiR4Bq-r1k96kYKEyAhMO12x56ousL1IrD-OhlidQacHsdC91yzpNz6Y-QHaa75ukqpGBhRC9n5GD46bLuaBguOBDlTkti7T8GUIvJAdmTOSuoSH4JSfbEy5GP0=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Ciudad de Panamá,ChIJl0HKDTeprI8R-qpWwM8bXEc,0x8faca9370dca4197:0x475c1bcfc056aafa,5142015453649349370
La Vespa Vista Mare,la-vespa-vista-mare-297713,,Restaurante,Restaurante,,Panamá,Panamá,,"antiguo trump, Ph TOC, area del ocean deck, Cl. Punta Colón, Panama City",830-5770,,8.975519199999999,-79.50637019999999,Abierto · Cierra a las 11 p. m.,4.6,1082,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXyqOSCQmAX0t4rSokXtzRNKD6HQtYB3S1xfr1SSi4pRRLcnASmltywvq-OTLjAQvEng4G58gA5nNmGSn-Wi70sZ08KL_44ZcS6x-549AogBTaHWvkPgVYRU52SgcicSyqEmet=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Ciudad de Panamá,ChIJqScn8BiprI8RcWnzW050jAI,0x8faca918f02727a9:0x28c744e5bf36971,183649564714297713
la tapa del coco,la-tapa-del-coco-643190,,Restaurante caribeño,Restaurante,,Panamá,Panamá,,"Calle 68 Este, Panamá",6856-5533,https://latapadelcocopanama.com/,8.994433899999999,-79.5110306,Abierto · Cierra a las 10:30 p. m.,4.7,4611,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKVdOIQNCkrJrggU5hgXw0uofX7RSzcrAdGUGCg-G7bG9HNgWRaqiVq2hctvitRZbIS2GMoyslk-ioEKJVsz-K_iAfTnBsRyOJ0TMmTVWGwm-sik1GG1lCBXPcJLFqSyeiVriZ=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Ciudad de Panamá,ChIJO_OlvQCprI8RdkROekQpvl8,0x8faca900bda5f33b:0x5fbe29447a4e4476,6898997053264643190
CasaCasco,casacasco-802885,,Bar restaurante,Bar,,Panamá,Panamá,,"C. 10 Oeste 15306, Panamá, Provincia de Panamá",6288-9024,http://www.casacasco.com/,8.9515875,-79.53680399999999,Abierto · Cierra a las 12 a. m.,4.5,5273,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAWFj9kzrlbHhIgAkyJPGjsKiDq5R9vjK8t1dc0EsDqCi1dXrSkTJ6qL1syjk54E9HNitW25Ot4Im4bVDyqnJCJraB4XQL46o0mhk29GgAYf34seXw5JqEtOv9cEcRqQ3PXXhpTA=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Ciudad de Panamá,ChIJkYF9RjWvrI8RBY-0Ny-sAmo,0x8facaf35467d8191:0x6a02ac2f37b48f05,7638857236771802885
Wahaka Restaurante,wahaka-restaurante-129702,,Restaurante mexicano,Mexicana,,Panamá,Panamá,,"Oceania Business Center, Torre 2000, Local C, Blvd. Pacífica, Panama City",6169-7167,http://wahakarest.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9816140719979057064,8.9804547,-79.5098134,Abierto · Cierra a las 10 p. m.,4.5,982,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGN-wP5HWNj6VC88nhGQ_uoN99y7DJ2QLBVwiFYuUVBmuJQprXq7LvJPet6LsGGZrJ6T6s2eE8gsQziIdbKom_5j4UqUIt_NL9W-o07xLIFRtSvYA9nEKLHI1otihoLnxR7OVye=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Ciudad de Panamá,ChIJ9bI0F2aprI8R5ud9o3Bq26s,0x8faca9661734b2f5:0xabdb6a70a37de7e6,12383608632397129702
LUNA ROOFTOP,luna-rooftop-471318,,Bar restaurante,Bar,,Panamá,Panamá,,"000000, Panamá",6624-4100,https://luna-rooftop.cluvi.co/luna-rooftop/maincategories,8.9850728,-79.52063179999999,Abierto · Cierra a las 12 a. m.,4.6,1377,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEljc3eHP4vGLepwI41GP0sT11n2rgd94RIz79MbzerJ2M-K5_hhn1d79WgDMkVSpTKbjlOMce-JSiSpbn4mo-fWdyVp7Np5lvqIVX25MkTBfHWfq6Iv6xPPNHC1GoLcVCTYPi9VLwd4MNX=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Ciudad de Panamá,ChIJaViLGmeprI8Rlo9Ut5F1LNQ,0x8faca9671a8b5869:0xd42c7591b7548f96,15288724103722471318
Restaurante Nazca 21 Casco antiguo,restaurante-nazca-21-casco-antiguo-565546,,Restaurante peruano,Restaurante,$$,Panamá,Panamá,,"Av. B 7-53, Panamá, Provincia de Panamá",393-7262,https://nazca21restaurante.com/,8.9531782,-79.5354306,Abierto · Cierra a las 10 p. m.,4.6,1382,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1Edo6aUUrx6EKL9Y-lMGkpNxLsZtxEDvMjVnEpbhweum9C4mPZJvzAHA0bWzZdn5Ui8GsIXOpfipbG-BgcX0krkn9_0Se-3Jgqh2x6YgT08WACOAec-O5Nc-mkfm7x3IpCQhG=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Ciudad de Panamá,ChIJv-AnzsqorI8RqjaEdG46ZV8,0x8faca8cace27e0bf:0x5f653a6e748436aa,6873964652326565546
Restaurante El Nacional Sabores de Panamá,restaurante-el-nacional-sabores-de-panama-694724,,Restaurante de cocina panlatinoamericana,Restaurante,,Panamá,Panamá,,"PH Plaza Catedral, Panamá, Provincia de Panamá",6421-6817,http://www.elnacionalpty.com/,8.9528579,-79.5347835,Abierto · Cierra a las 9 p. m.,4.7,637,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVticM4mOUYumOdv0NFaHj3zzUEK5p__giddvmnIiX-bdpFtq0ss0L4X-a9aIaZqjEsptxgbsbiBf8LCL3RGWlABJJD_YRsHmST-YGwcONCzhnD6IxYson_K_dt7kEhteQA4ZX=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en Ciudad de Panamá,ChIJ30EZ0I2prI8RBBZ26VmW0ss,0x8faca98dd01941df:0xcbd29659e9761604,14686966647721694724
Restaurante El Trapiche | San Francisco,restaurante-el-trapiche-san-francisco-485342,,Restaurante,Restaurante,,Panamá,Panamá,,"Calle 71, Panamá, Provincia de Panamá",381-0981,http://www.eltrapicherestaurante.com/,8.9884091,-79.50782319999999,Abierto · Cierra a las 9 p. m.,4.6,3036,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHaSgm9P5BRv-1aXDnHV6tU-QQ9TXnwGxvznKp-mM58JccwChkDo692z7eX6vZ-WBWsdxO5YH89jogYHik7PwgdAfz5Nik7m2BZBaebW0VE_7ZfjDxBJG0EBuhR37IDot-Ep6_I=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJB5P4RwSprI8RHhlqlOz7oVA,0x8faca90447f89307:0x50a1fbec946a191e,5810201987805485342
La Pulpería - San Francisco,la-pulperia-san-francisco-561690,,Bar,Bar,,Panamá,Panamá,,"al lado de Tomillo, C. 71 Este, Panamá, Provincia de Panamá",385-7162,http://www.lapulperia.com.pa/,8.988936599999999,-79.50786049999999,Abierto · Cierra a las 12 a. m.,4.9,4740,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCeoG9yENlv3hRxqm27ld9phs_nizWieeYaLdikI5bSEF0nI9fyV8RAibjijLtY_RKFvj_UXU-hePcgAFxftlv7qzfrQxDWWpfhVTRQYYbq_D25mvMwgho4f0Z1rIlIVVnD0FYJPGVRv5I=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJQ0lCx6mprI8RWnf8CeHzTaU,0x8faca9a9c7424943:0xa54df3e109fc775a,11911444737325561690
Restaurante Almería | San Francisco,restaurante-almeria-san-francisco-244401,,Restaurante,Restaurante,,Panamá,Panamá,,"casa 6, C. Matilde Obarrio de Mallet, Panamá, Provincia de Panamá",393-3334,,8.9962765,-79.5063852,Abierto · Cierra a las 11 p. m.,4.8,89,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF-YyLcy0aOYEq5v_P-XngaknHsRScrI9wCR-cfARvoPI4An_ssa6zWMxMh8J0k620MZmZLPTDooO4UvDul-2bxEQXkJNrJzlAB7mOUkupPFhf6fpde-Xxt-zus4VnTCD2MXKrV3_5zoQif4k9AMAhrUplneM6cc2R2HlUM3CNH0qS9CXPkZ85O-Q=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJkZu0bZeprI8RMRe4h0AFIDE,0x8faca9976db49b91:0x3120054087b81731,3539835081826244401
Pachapas San Francisco,pachapas-san-francisco-795812,,Restaurante,Restaurante,,Panamá,Panamá,,"Calle los Nisperos casa 30, Panamá, Provincia de Panamá",6012-1111,https://www.pachapas.com/,8.9966537,-79.51245449999999,Abierto · Cierra a las 7:30 p. m.,4.9,214,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQ4E4wz_UdpSFaMqysCYyTUeRktA4E2UHTw4gRWR-_KOYEh3sfUkhKornxJ77YDG0dwlqxItCjyk5C60qHF_qC3fUyrOusDlxMRAsOELuyVMtUnuSoi9v3pTo03OgY1GMgICWTAUJgpr6S=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJEQf5Yg-prI8RJJnkylwp2sA,0x8faca90f62f90711:0xc0da295ccae49924,13896465078722795812
Gastronomía Buongiorno,gastronomia-buongiorno-421512,,Cafetería,Café,,Panamá,Panamá,,"N/A, Panamá, Provincia de Panamá",6200-3975,,8.9944584,-79.5059806,Abierto · Cierra a las 6 p. m.,4.9,196,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGsQA5pXpPliczGFNAMLJi_iemXGdxJ5pdpGr3Sc8opw70Wz26KFcX1Jts3_4hiMV9Jz4KncnsEJaquCGMCMMHjuhocxzKJPIIoG_f7Xf9KI0aKPCedYO14vaZ7Kb5hfVCmu4PJiWa_qVJN=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJFTmvvtiprI8RiEXT3LN2SRU,0x8faca9d8beaf3915:0x154976b3dcd34588,1533887662972421512
Los Años Locos | San Francisco,los-anos-locos-san-francisco-114547,,Restaurante,Restaurante,$$$,Panamá,Panamá,,"C. 74 Este 74, Panamá, Provincia de Panamá",226-6966,https://www.losalocos.com/,8.9921588,-79.50563,Abierto · Cierra a las 11 p. m.,4.6,1837,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEM_uRzh2N_bv7pN2rTYpTpY79tadDeRF6l4_mmFpAKUH2Y6rk66kqmD4qPWF1BcvCFZUYnT64w-m1ud5OaqGAQE09eDd__V6mTn8xjVuI_K1O7LIfuWHBbITGXVUimaGk-xH4e=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJjd7JSwaprI8Rc0RMecK1rns,0x8faca9064bc9de8d:0x7baeb5c2794c4473,8912260559476114547
"La Vasquita – Tartas Vascas, Specialty Coffee & Brunch | San Francisco",la-vasquita-tartas-vascas-specialty-coffee-brunch-san-francisco-972166,,Cafetería,Café,,Panamá,Panamá,,"C. 73 Este, Panamá, Provincia de Panamá",6905-0287,http://www.lavasquita.com/,8.9887043,-79.50576819999999,Abierto · Cierra a las 9:30 p. m.,5.0,320,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUip5czVZdT9oIwaW6DBBCUmLwyht87MOCClRj6Tz9yErtpcXH_graroJL4avEYaO4bJjNqbxYh1yTRq_w01_ruQWTO0r_6sLKOBCYoUN6wJyHswTIhUF4Uj2HfvI8eI2CJdBopCpnmyfn=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJbc9vTB2prI8RhnR6ecQf0aI,0x8faca91d4c6fcf6d:0xa2d11fc4797a7486,11732193432988972166
ASSISI Restaurant,assisi-restaurant-293599,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Av. 5 C Sur, Panamá, Provincia de Panamá",203-4564,http://www.assisirestaurants.com/,8.9884608,-79.5074971,Abierto · Cierra a las 10:30 p. m.,4.5,1271,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtGEDtWI_gzz8LAxwh6Ug6yPJtn_5nX0lG5hVlo3tz7BIWsFkA3MVkROwUJ8ALkEUUQBRnpCkMdw3dq5YyDzqjnPeO1hnv7HM4unHQAcbvaUxw9XGcBuedyFhFCoto_Mhejyy72A=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJxzkjSASprI8RH0_I3NOLE0E,0x8faca904482339c7:0x41138bd3dcc84f1f,4689245379081293599
Il Tula San Francisco,il-tula-san-francisco-651525,,Restaurante italiano,Italiana,,Panamá,Panamá,,"Calle 67 esquina, Vía Israel, Panamá",6090-5594,,8.988418099999999,-79.5105234,Abierto · Cierra a las 10:30 p. m.,4.6,243,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHX7GF7HyPjELuhE5r2PDUzvMeu-ebzu5iMFCn5akrG9cQmzmkKMwCZAdARHTPqvCy_EtChpannuGXRDF5iqzsveg-0EM3SOdcd_Hyx2fMpMvOmgxSRdL8srkeuKyuPaIkuffh0=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJuQj9H4yprI8RhYbT5RmjRpE,0x8faca98c1ffd08b9:0x9146a319e5d38685,10468233715494651525
Esa Flaca Rica,esa-flaca-rica-157571,,Restaurante,Restaurante,,Panamá,Panamá,,"C. 72 Este 11124, Panamá, Provincia de Panamá",6652-6197,,8.9893927,-79.5076836,Abierto · Cierra a las 11 p. m.,4.5,3562,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJTaQxZf0opTSkmfyrthOBid6kMsR2Cf5c7bgsZaJIFjsLhWnCxZ9HqypA3UB4qBEZBt5oxZnRmhqSuqwxB-S1p6bit0iY5pIqRyNYg2SXEId4fp5k3NcaACjs8vLQTnirp_w=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJJRvKKASprI8Rgw2ElBfYegE,0x8faca90428ca1b25:0x17ad81794840d83,106635136984157571
Restaurante & Bar Portola,restaurante-bar-portola-206060,,Restaurante,Bar,,Panamá,Panamá,,"XFRW+9F2, C. 75 Este, Panamá, Provincia de Panamá",203-3237,https://www.instagram.com/portola_restaurant/,8.9908893,-79.5038489,Abierto · Cierra a las 4 a. m.,4.4,1414,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGa85OZPwFYrWMxp_Oiackytic2jfOaTZD3Y1xirIjVBcUDC1hbPMHwpCpdBG2PHja-CrvevR4SKn20J7nFBsirB1PvyGxIVRqE6QxfOFMYd0QB1SK_qnaWf92mglaM1MLYUPxgZA=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJJfKZoQiprI8R7AYjxeR0CDs,0x8faca908a199f225:0x3b0874e4c52306ec,4253778373960206060
Espeziak,espeziak-920057,,Restaurante,Restaurante,,Panamá,Panamá,,"C. 67 Este 7507, Panamá, Provincia de Panamá",6569-5384,,8.9890863,-79.5106021,Abierto · Cierra a las 11 p. m.,4.7,106,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFboGLL5GEyNbl9pL-9wfx54Czc6Rp_Tzot7EGgKLLuky5SRJmi3hjDyyhJ22mbAuoa_nwNC48A5mm8oSUYM80hZp4t9mBXcxTpfsPSAar7KOSHvz8li_1xW01zn_FBlKfLZO2EM8tboM8=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJNVKKAwCprI8ROc6QOgaFLHI,0x8faca900038a5235:0x722c85063a90ce39,8227096881097920057
restaurante r.i.c.h.a.,restaurante-r-i-c-h-a-440868,,Restaurante,Restaurante,,Panamá,Panamá,,"Calle los Fundadores, Panamá, Provincia de Panamá",6438-3916,https://restaurantericha.com/,8.990426099999999,-79.5030486,Abierto · Cierra a las 10 p. m.,4.7,102,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGb7TI1DdkYzS1PGmnQ9l2CKEJdKS1qIPgpj42hPlg-gNHIb72DbFCn5BFtYoUCboISTSS4OwlWQeHDppLdJVkOmbjZnMgBSnSbby0r9_W6u03hJEXHz7tS0BqEQQMhgvW_F0x-=w1000-h1000-c-n,,,True,SerpApi Google Maps,restaurantes en San Francisco Panamá,ChIJK1S3ocCprI8RZCTLlqD8mBQ,0x8faca9c0a1b7542b:0x1498fca096cb2464,1484213843873440868
